2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  Training-Free Semantic Routing — PopQA v13          ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  2 PRE × 4 POST = 8 runs (Query Exp. + Caching)      ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:20 [WARNING ] PopQA_v13: The JSON file contains 1273 queries, fewer than the 1500 requested in CONFIG. Proceeding with all available queries.
2026-05-16T20:58:20 [INFO    ] PopQA_v13: Queries loaded for ablation: 1273
2026-05-16T20:58:20 [INFO    ] PopQA_v13: [FAISS] Loading: c:\Users\Utente\Desktop\Progetto_Routing_RAG\db_indexes\popqa_expanded.faiss
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [FAISS] 1527 vectors, dim=384
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [LLM] Loading (logits_all=True, gpu_layers=26)...
2026-05-16T20:58:29 [INFO    ] PopQA_v13: [LLM] Ready.
2026-05-16T20:58:29 [INFO    ] PopQA_v13: Router v13: 2 PRE × 4 POST = 8 total runs
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ║  PopQA Ablation v13:  8 run × 1273 query = 10184 total ║
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   RUN  1/8: Always_Retrieve × Always_FAISS
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   [   1/10184 |  0.0%] [low|pop=     44] What is the religion of Angelo Maria Rivato?
2026-05-16T21:18:20 [INFO    ] PopQA_v13:   [ 180/10184 |  1.8%] [med|pop=    168] What sport does Angela Maxwell play?
2026-05-16T21:18:26 [INFO    ] PopQA_v13:   [ 181/10184 |  1.8%] [hig|pop=  10943] Who was the director of Havoc?
2026-05-16T21:18:32 [INFO    ] PopQA_v13:   [ 182/10184 |  1.8%] [med|pop=    193] Who was the director of You for Me?
2026-05-16T21:18:37 [INFO    ] PopQA_v13:   [ 183/10184 |  1.8%] [low|pop=     89] In what city was Robert B. Scarborough born?
2026-05-16T21:18:43 [INFO    ] PopQA_v13:   [ 184/10184 |  1.8%] [hig|pop=   1669] Who was the screenwriter for A Secret?
2026-05-16T21:18:47 [INFO    ] PopQA_v13:   [ 185/10184 |  1.8%] [low|pop=     46] What sport does Louis Perrée play?
2026-05-16T21:18:52 [INFO    ] PopQA_v13:   [ 186/10184 |  1.8%] [med|pop=    661] Who was the producer of Everyone Else?
2026-05-16T21:18:59 [INFO    ] PopQA_v13:   [ 187/10184 |  1.8%] [low|pop=     93] Who was the director of The Loudwater Mystery?
2026-05-16T21:19:06 [INFO    ] PopQA_v13:   [ 188/10184 |  1.8%] [low|pop=     81] In what country is West Wyomissing?
2026-05-16T21:19:12 [INFO    ] PopQA_v13:   [ 189/10184 |  1.9%] [hig|pop=   5335] Who was the screenwriter for Q?
2026-05-16T21:19:17 [INFO    ] PopQA_v13:   [ 190/10184 |  1.9%] [low|pop=     75] What genre is The Angel?
2026-05-16T21:19:24 [INFO    ] PopQA_v13:   [ 191/10184 |  1.9%] [med|pop=    638] Who is the author of Honour?
2026-05-16T21:19:31 [INFO    ] PopQA_v13:   [ 192/10184 |  1.9%] [low|pop=     90] Who is the author of The Middle Years?
2026-05-16T21:19:37 [INFO    ] PopQA_v13:   [ 193/10184 |  1.9%] [low|pop=     64] In what city was Harold Reetz born?
2026-05-16T21:19:44 [INFO    ] PopQA_v13:   [ 194/10184 |  1.9%] [low|pop=     70] What sport does Krasen Trifonov play?
2026-05-16T21:19:48 [INFO    ] PopQA_v13:   [ 195/10184 |  1.9%] [med|pop=    582] Who was the director of Lost?
2026-05-16T21:19:53 [INFO    ] PopQA_v13:   [ 196/10184 |  1.9%] [low|pop=     96] In what city was Javier Suárez born?
2026-05-16T21:19:57 [INFO    ] PopQA_v13:   [ 197/10184 |  1.9%] [low|pop=     83] Who was the director of Not So Long Ago?
2026-05-16T21:20:02 [INFO    ] PopQA_v13:   [ 198/10184 |  1.9%] [hig|pop=   2930] What genre is The Secret?
2026-05-16T21:20:06 [INFO    ] PopQA_v13:   [ 199/10184 |  2.0%] [hig|pop=  29415] Who was the director of The Hours?
2026-05-16T21:20:10 [INFO    ] PopQA_v13:   [ 200/10184 |  2.0%] [hig|pop=   1482] What genre is Atlanta Symphony Orchestra?
2026-05-16T21:20:19 [INFO    ] PopQA_v13:   [ 201/10184 |  2.0%] [hig|pop=   3968] What genre is The Brain?
2026-05-16T21:20:27 [INFO    ] PopQA_v13:   [ 202/10184 |  2.0%] [low|pop=     50] In what country is Wilcza Jama, Sokółka County?
2026-05-16T21:20:32 [INFO    ] PopQA_v13:   [ 203/10184 |  2.0%] [hig|pop= 200812] What is the capital of Qatar?
2026-05-16T21:20:42 [INFO    ] PopQA_v13:   [ 204/10184 |  2.0%] [hig|pop=  14830] Who was the screenwriter for Highway?
2026-05-16T21:20:49 [INFO    ] PopQA_v13:   [ 205/10184 |  2.0%] [low|pop=     85] What is Elvin Penner's occupation?
2026-05-16T21:20:53 [INFO    ] PopQA_v13:   [ 206/10184 |  2.0%] [hig|pop=   1217] What genre is End of the Line?
2026-05-16T21:20:59 [INFO    ] PopQA_v13:   [ 207/10184 |  2.0%] [low|pop=     67] Who was the producer of Home?
2026-05-16T21:21:05 [INFO    ] PopQA_v13:   [ 208/10184 |  2.0%] [hig|pop=   1216] What is Sudarshan Faakir's occupation?
2026-05-16T21:21:11 [INFO    ] PopQA_v13:   [ 209/10184 |  2.1%] [low|pop=     40] In what country is Neal?
2026-05-16T21:21:18 [INFO    ] PopQA_v13:   [ 210/10184 |  2.1%] [med|pop=    508] Who was the screenwriter for Détective?
2026-05-16T21:21:25 [INFO    ] PopQA_v13:   [ 211/10184 |  2.1%] [hig|pop=   1812] What is the capital of Akmola Region?
2026-05-16T21:21:34 [INFO    ] PopQA_v13:   [ 212/10184 |  2.1%] [med|pop=    114] In what country is Billy?
2026-05-16T21:21:38 [INFO    ] PopQA_v13:   [ 213/10184 |  2.1%] [low|pop=     72] Who was the director of Den store gavtyv?
2026-05-16T21:21:43 [INFO    ] PopQA_v13:   [ 214/10184 |  2.1%] [low|pop=     99] Who is the author of American Dream, Global Nightmare?
2026-05-16T21:21:51 [INFO    ] PopQA_v13:   [ 215/10184 |  2.1%] [med|pop=    570] What is the capital of Puno?
2026-05-16T21:22:00 [INFO    ] PopQA_v13:   [ 216/10184 |  2.1%] [low|pop=     58] Who is the author of Science-Fantasy Quintette?
2026-05-16T21:22:08 [INFO    ] PopQA_v13:   [ 217/10184 |  2.1%] [low|pop=     60] In what city was Montxu Miranda born?
2026-05-16T21:22:13 [INFO    ] PopQA_v13:   [ 218/10184 |  2.1%] [med|pop=    133] In what city was Vera Dua born?
2026-05-16T21:22:18 [INFO    ] PopQA_v13:   [ 219/10184 |  2.2%] [hig|pop=   2970] Who was the producer of Viruddh... Family Comes First?
2026-05-16T21:22:26 [INFO    ] PopQA_v13:   [ 220/10184 |  2.2%] [low|pop=     54] Who is the author of Love All?
2026-05-16T21:22:34 [INFO    ] PopQA_v13:   [ 221/10184 |  2.2%] [med|pop=    234] What genre is The LeeVees?
2026-05-16T21:22:39 [INFO    ] PopQA_v13:   [ 222/10184 |  2.2%] [med|pop=    128] Who was the director of Distant Trumpet?
2026-05-16T21:22:48 [INFO    ] PopQA_v13:   [ 223/10184 |  2.2%] [med|pop=    186] Who was the director of Tattoo?
2026-05-16T21:22:54 [INFO    ] PopQA_v13:   [ 224/10184 |  2.2%] [hig|pop=   2901] Who is the author of 8?
2026-05-16T21:22:56 [INFO    ] PopQA_v13:   [ 225/10184 |  2.2%] [hig|pop=  12140] Who was the producer of Voyage to the Bottom of the Sea
2026-05-16T21:23:06 [INFO    ] PopQA_v13:   [ 226/10184 |  2.2%] [med|pop=    195] What genre is With Passion?
2026-05-16T21:23:11 [INFO    ] PopQA_v13:   [ 227/10184 |  2.2%] [hig|pop=   3447] Who was the screenwriter for Lesson of the Evil?
2026-05-16T21:23:21 [INFO    ] PopQA_v13:   [ 228/10184 |  2.2%] [low|pop=     46] What is the religion of José Palmeira Lessa?
2026-05-16T21:23:26 [INFO    ] PopQA_v13:   [ 229/10184 |  2.2%] [hig|pop=   3287] Who was the screenwriter for How to Deal?
2026-05-16T21:23:32 [INFO    ] PopQA_v13:   [ 230/10184 |  2.3%] [hig|pop=   5469] What genre is Arise?
2026-05-16T21:23:41 [INFO    ] PopQA_v13:   [ 231/10184 |  2.3%] [med|pop=    296] Who is the author of No Connection?
2026-05-16T21:23:45 [INFO    ] PopQA_v13:   [ 232/10184 |  2.3%] [hig|pop=   3650] Who was the producer of It?
2026-05-16T21:23:53 [INFO    ] PopQA_v13:   [ 233/10184 |  2.3%] [low|pop=     73] What is Valgerður Bjarnadóttir's occupation?
2026-05-16T21:23:57 [INFO    ] PopQA_v13:   [ 234/10184 |  2.3%] [hig|pop=  43251] What genre is Revenge?
2026-05-16T21:24:04 [INFO    ] PopQA_v13:   [ 235/10184 |  2.3%] [med|pop=    324] In what city was Bobby Ray Baldock born?
2026-05-16T21:24:10 [INFO    ] PopQA_v13:   [ 236/10184 |  2.3%] [hig|pop=   2092] What is Rudolf Hilferding's occupation?
2026-05-16T21:24:17 [INFO    ] PopQA_v13:   [ 237/10184 |  2.3%] [low|pop=     30] In what country is Khvajeh Soheyl?
2026-05-16T21:24:23 [INFO    ] PopQA_v13:   [ 238/10184 |  2.3%] [hig|pop= 425312] What is the capital of Namibia?
2026-05-16T21:24:34 [INFO    ] PopQA_v13:   [ 239/10184 |  2.3%] [hig|pop=   1023] Who was the producer of Kiss?
2026-05-16T21:24:43 [INFO    ] PopQA_v13:   [ 240/10184 |  2.4%] [med|pop=    131] What is Ya'akov Ahimeir's occupation?
2026-05-16T21:24:50 [INFO    ] PopQA_v13:   [ 241/10184 |  2.4%] [hig|pop=  12511] Who is the author of Jumper?
2026-05-16T21:24:57 [INFO    ] PopQA_v13:   [ 242/10184 |  2.4%] [med|pop=    107] In what city was Pete Larson born?
2026-05-16T21:25:03 [INFO    ] PopQA_v13:   [ 243/10184 |  2.4%] [low|pop=     90] Who was the director of All the Way Up?
2026-05-16T21:25:15 [INFO    ] PopQA_v13:   [ 244/10184 |  2.4%] [hig|pop=  46478] Who is the author of The Lottery?
2026-05-16T21:25:24 [INFO    ] PopQA_v13:   [ 245/10184 |  2.4%] [hig|pop=  81981] What is the capital of Newfoundland and Labrador?
2026-05-16T21:25:34 [INFO    ] PopQA_v13:   [ 246/10184 |  2.4%] [med|pop=    950] In what city was Hailey McCann born?
2026-05-16T21:25:42 [INFO    ] PopQA_v13:   [ 247/10184 |  2.4%] [hig|pop= 114391] What genre is The Challenge?
2026-05-16T21:25:49 [INFO    ] PopQA_v13:   [ 248/10184 |  2.4%] [low|pop=     59] Who was the director of The Happy Family?
2026-05-16T21:25:55 [INFO    ] PopQA_v13:   [ 249/10184 |  2.4%] [hig|pop=  18706] Who is the father of Emperor Taizong of Tang?
2026-05-16T21:26:07 [INFO    ] PopQA_v13:   [ 250/10184 |  2.5%] [low|pop=     54] What sport does George Douglas play?
2026-05-16T21:26:15 [INFO    ] PopQA_v13:   [ 251/10184 |  2.5%] [med|pop=    174] Who was the director of The Old Lady?
2026-05-16T21:26:23 [INFO    ] PopQA_v13:   [ 252/10184 |  2.5%] [hig|pop=  74976] Who was the producer of Inside Out?
2026-05-16T21:26:32 [INFO    ] PopQA_v13:   [ 253/10184 |  2.5%] [hig|pop=  10920] Who was the screenwriter for Horror Story?
2026-05-16T21:26:42 [INFO    ] PopQA_v13:   [ 254/10184 |  2.5%] [med|pop=    108] In what country is Wood?
2026-05-16T21:26:49 [INFO    ] PopQA_v13:   [ 255/10184 |  2.5%] [hig|pop=  17560] Who was the producer of Nine?
2026-05-16T21:26:55 [INFO    ] PopQA_v13:   [ 256/10184 |  2.5%] [hig|pop=   5794] Who is the father of Jalal Agha?
2026-05-16T21:27:03 [INFO    ] PopQA_v13:   [ 257/10184 |  2.5%] [hig|pop=  21692] Who was the screenwriter for Cure?
2026-05-16T21:27:09 [INFO    ] PopQA_v13:   [ 258/10184 |  2.5%] [hig|pop=  18110] Who is the father of Şehzade Bayezid?
2026-05-16T21:27:17 [INFO    ] PopQA_v13:   [ 259/10184 |  2.5%] [low|pop=     67] In what country is Kodki?
2026-05-16T21:27:23 [INFO    ] PopQA_v13:   [ 260/10184 |  2.6%] [low|pop=     76] What is the capital of arrondissement of Lannion?
2026-05-16T21:27:31 [INFO    ] PopQA_v13:   [ 261/10184 |  2.6%] [hig|pop=  18039] What is Ouagadougou the capital of?
2026-05-16T21:27:39 [INFO    ] PopQA_v13:   [ 262/10184 |  2.6%] [low|pop=     74] Who is the author of The Aware?
2026-05-16T21:27:43 [INFO    ] PopQA_v13:   [ 263/10184 |  2.6%] [low|pop=     61] What is the capital of canton of Gordes?
2026-05-16T21:27:50 [INFO    ] PopQA_v13:   [ 264/10184 |  2.6%] [low|pop=     53] In what country is Kamioka Station?
2026-05-16T21:27:56 [INFO    ] PopQA_v13:   [ 265/10184 |  2.6%] [low|pop=     48] In what country is Jodłówka gas field?
2026-05-16T21:28:01 [INFO    ] PopQA_v13:   [ 266/10184 |  2.6%] [hig|pop=   1152] Who was the composer of The Good Life?
2026-05-16T21:28:11 [INFO    ] PopQA_v13:   [ 267/10184 |  2.6%] [med|pop=    247] Who is the author of The Calder Game?
2026-05-16T21:28:15 [INFO    ] PopQA_v13:   [ 268/10184 |  2.6%] [hig|pop=  30368] Who is the author of Utopia?
2026-05-16T21:28:21 [INFO    ] PopQA_v13:   [ 269/10184 |  2.6%] [med|pop=    224] What is the religion of Nikola Eterović?
2026-05-16T21:28:28 [INFO    ] PopQA_v13:   [ 270/10184 |  2.7%] [hig|pop=   1716] What sport does FC Dynamo Brest play?
2026-05-16T21:28:32 [INFO    ] PopQA_v13:   [ 271/10184 |  2.7%] [med|pop=    397] Who is the author of Occupy?
2026-05-16T21:28:38 [INFO    ] PopQA_v13:   [ 272/10184 |  2.7%] [med|pop=    345] Who was the composer of Celebration?
2026-05-16T21:28:47 [INFO    ] PopQA_v13:   [ 273/10184 |  2.7%] [med|pop=    805] Who was the director of The Intended?
2026-05-16T21:28:53 [INFO    ] PopQA_v13:   [ 274/10184 |  2.7%] [med|pop=    531] Who was the director of The Easy Way?
2026-05-16T21:29:00 [INFO    ] PopQA_v13:   [ 275/10184 |  2.7%] [low|pop=     33] What sport does Radoslav Školník play?
2026-05-16T21:29:05 [INFO    ] PopQA_v13:   [ 276/10184 |  2.7%] [med|pop=    965] Who was the screenwriter for The Actress?
2026-05-16T21:29:11 [INFO    ] PopQA_v13:   [ 277/10184 |  2.7%] [low|pop=     66] Who is the author of Chelsea on the Edge?
2026-05-16T21:29:18 [INFO    ] PopQA_v13:   [ 278/10184 |  2.7%] [hig|pop=   1437] Who is the author of Midnight Tides?
2026-05-16T21:29:26 [INFO    ] PopQA_v13:   [ 279/10184 |  2.7%] [hig|pop=   1450] What genre is Gwyneth Jones?
2026-05-16T21:29:36 [INFO    ] PopQA_v13:   [ 280/10184 |  2.7%] [hig|pop=  53071] Who was the screenwriter for Brave?
2026-05-16T21:29:41 [INFO    ] PopQA_v13:   [ 281/10184 |  2.8%] [low|pop=     71] What genre is El usurpador?
2026-05-16T21:29:46 [INFO    ] PopQA_v13:   [ 282/10184 |  2.8%] [hig|pop=   1128] Who is the author of Looking for Alibrandi?
2026-05-16T21:29:53 [INFO    ] PopQA_v13:   [ 283/10184 |  2.8%] [med|pop=    332] Who is the mother of Tridu Songtsen?
2026-05-16T21:30:02 [INFO    ] PopQA_v13:   [ 284/10184 |  2.8%] [hig|pop=   1054] Who is the father of Eleanor Beaufort?
2026-05-16T21:30:09 [INFO    ] PopQA_v13:   [ 285/10184 |  2.8%] [low|pop=     56] What sport does Julián Lalinde play?
2026-05-16T21:30:13 [INFO    ] PopQA_v13:   [ 286/10184 |  2.8%] [med|pop=    327] Who is the author of Let's Take the Long Way Home?
2026-05-16T21:30:20 [INFO    ] PopQA_v13:   [ 287/10184 |  2.8%] [low|pop=     62] What is the religion of James Albert Duffy?
2026-05-16T21:30:25 [INFO    ] PopQA_v13:   [ 288/10184 |  2.8%] [med|pop=    815] What is the religion of Diarmuid Martin?
2026-05-16T21:30:30 [INFO    ] PopQA_v13:   [ 289/10184 |  2.8%] [med|pop=    526] What is the capital of Shire of Cook?
2026-05-16T21:30:38 [INFO    ] PopQA_v13:   [ 290/10184 |  2.8%] [med|pop=    351] Who was the screenwriter for The Doll?
2026-05-16T21:30:45 [INFO    ] PopQA_v13:   [ 291/10184 |  2.9%] [hig|pop=   5495] Who was the composer of Rock You Like a Hurricane?
2026-05-16T21:30:54 [INFO    ] PopQA_v13:   [ 292/10184 |  2.9%] [hig|pop=   1677] What is the religion of Gianfranco Ravasi?
2026-05-16T21:31:01 [INFO    ] PopQA_v13:   [ 293/10184 |  2.9%] [low|pop=     33] In what city was Steve McDonald born?
2026-05-16T21:31:09 [INFO    ] PopQA_v13:   [ 294/10184 |  2.9%] [med|pop=    280] What genre is The Marauders?
2026-05-16T21:31:13 [INFO    ] PopQA_v13:   [ 295/10184 |  2.9%] [med|pop=    244] Who was the producer of 24 Hours?
2026-05-16T21:31:17 [INFO    ] PopQA_v13:   [ 296/10184 |  2.9%] [low|pop=     58] In what country is Abdul Mannan Bhuiyan Stadium?
2026-05-16T21:31:22 [INFO    ] PopQA_v13:   [ 297/10184 |  2.9%] [hig|pop=  75669] Who was the producer of The Imitation Game?
2026-05-16T21:31:32 [INFO    ] PopQA_v13:   [ 298/10184 |  2.9%] [med|pop=    802] Who was the screenwriter for Special?
2026-05-16T21:31:38 [INFO    ] PopQA_v13:   [ 299/10184 |  2.9%] [med|pop=    437] Who was the screenwriter for Safe?
2026-05-16T21:31:44 [INFO    ] PopQA_v13:   [ 300/10184 |  2.9%] [hig|pop=   4143] Who was the composer of Listen?
2026-05-16T21:31:53 [INFO    ] PopQA_v13:   [ 301/10184 |  3.0%] [low|pop=     93] What is the religion of Bernard William Schmitt?
2026-05-16T21:31:57 [INFO    ] PopQA_v13:   [ 302/10184 |  3.0%] [hig|pop=   8242] In what country is Valparaiso University?
2026-05-16T21:32:03 [INFO    ] PopQA_v13:   [ 303/10184 |  3.0%] [low|pop=      2] In what country is Valea Seacă River?
2026-05-16T21:32:09 [INFO    ] PopQA_v13:   [ 304/10184 |  3.0%] [med|pop=    230] Who is the author of Question and Answer?
2026-05-16T21:32:13 [INFO    ] PopQA_v13:   [ 305/10184 |  3.0%] [med|pop=    290] What genre is Need to Believe?
2026-05-16T21:32:20 [INFO    ] PopQA_v13:   [ 306/10184 |  3.0%] [hig|pop=  21156] What is the religion of magi?
2026-05-16T21:32:26 [INFO    ] PopQA_v13:   [ 307/10184 |  3.0%] [low|pop=     90] What is Virginia Haviland's occupation?
2026-05-16T21:32:33 [INFO    ] PopQA_v13:   [ 308/10184 |  3.0%] [med|pop=    193] Who was the producer of Arizona?
2026-05-16T21:32:39 [INFO    ] PopQA_v13:   [ 309/10184 |  3.0%] [hig|pop=  33713] Who is the author of The Road?
2026-05-16T21:32:49 [INFO    ] PopQA_v13:   [ 310/10184 |  3.0%] [med|pop=    237] Who is the author of Experience?
2026-05-16T21:32:55 [INFO    ] PopQA_v13:   [ 311/10184 |  3.1%] [med|pop=    585] Who was the screenwriter for Red River Valley?
2026-05-16T21:33:00 [INFO    ] PopQA_v13:   [ 312/10184 |  3.1%] [med|pop=    274] What sport does Canada women's national field hockey te
2026-05-16T21:33:06 [INFO    ] PopQA_v13:   [ 313/10184 |  3.1%] [low|pop=     54] What genre is Pieter Jacobsz Duyfhuysen?
2026-05-16T21:33:14 [INFO    ] PopQA_v13:   [ 314/10184 |  3.1%] [med|pop=    450] Who is the father of Charles Catton the younger?
2026-05-16T21:33:20 [INFO    ] PopQA_v13:   [ 315/10184 |  3.1%] [hig|pop= 367408] What is the capital of Mexico?
2026-05-16T21:33:29 [INFO    ] PopQA_v13:   [ 316/10184 |  3.1%] [hig|pop=   4795] What genre is The Guardian?
2026-05-16T21:33:38 [INFO    ] PopQA_v13:   [ 317/10184 |  3.1%] [med|pop=    232] Who was the producer of The Jack-Knife Man?
2026-05-16T21:33:45 [INFO    ] PopQA_v13:   [ 318/10184 |  3.1%] [low|pop=     37] In what country is Dasht Jeyhun?
2026-05-16T21:33:50 [INFO    ] PopQA_v13:   [ 319/10184 |  3.1%] [med|pop=    153] What genre is A Place to Live?
2026-05-16T21:33:56 [INFO    ] PopQA_v13:   [ 320/10184 |  3.1%] [med|pop=    633] In what city was Nissim of Gerona born?
2026-05-16T21:34:05 [INFO    ] PopQA_v13:   [ 321/10184 |  3.2%] [low|pop=     60] In what country is United States Post Office and Courth
2026-05-16T21:34:15 [INFO    ] PopQA_v13:   [ 322/10184 |  3.2%] [med|pop=    265] What genre is The Marriage?
2026-05-16T21:34:20 [INFO    ] PopQA_v13:   [ 323/10184 |  3.2%] [med|pop=    226] Who was the director of 15 Maiden Lane?
2026-05-16T21:34:26 [INFO    ] PopQA_v13:   [ 324/10184 |  3.2%] [low|pop=     88] In what country is Lätäseno?
2026-05-16T21:34:32 [INFO    ] PopQA_v13:   [ 325/10184 |  3.2%] [low|pop=     68] What sport does Roberto Nani play?
2026-05-16T21:34:36 [INFO    ] PopQA_v13:   [ 326/10184 |  3.2%] [low|pop=     24] In what country is Devalan?
2026-05-16T21:34:40 [INFO    ] PopQA_v13:   [ 327/10184 |  3.2%] [hig|pop=   5647] Who was the screenwriter for Life?
2026-05-16T21:34:45 [INFO    ] PopQA_v13:   [ 328/10184 |  3.2%] [hig|pop=   2668] What genre is Metal Heart?
2026-05-16T21:34:52 [INFO    ] PopQA_v13:   [ 329/10184 |  3.2%] [hig|pop= 154447] What genre is Lost?
2026-05-16T21:35:00 [INFO    ] PopQA_v13:   [ 330/10184 |  3.2%] [low|pop=     44] What sport does Yuri Koroviansky play?
2026-05-16T21:35:05 [INFO    ] PopQA_v13:   [ 331/10184 |  3.3%] [hig|pop= 122060] What is Vienna the capital of?
2026-05-16T21:35:14 [INFO    ] PopQA_v13:   [ 332/10184 |  3.3%] [hig|pop=   4211] What is Lutsk the capital of?
2026-05-16T21:35:19 [INFO    ] PopQA_v13:   [ 333/10184 |  3.3%] [low|pop=     56] Who is the author of Darkness?
2026-05-16T21:35:23 [INFO    ] PopQA_v13:   [ 334/10184 |  3.3%] [med|pop=    421] Who was the director of Pushyaraagam?
2026-05-16T21:35:28 [INFO    ] PopQA_v13:   [ 335/10184 |  3.3%] [low|pop=     88] What sport does 2009 Atlantic Coast Conference Baseball
2026-05-16T21:35:35 [INFO    ] PopQA_v13:   [ 336/10184 |  3.3%] [med|pop=    327] Who was the producer of Le Gang?
2026-05-16T21:35:42 [INFO    ] PopQA_v13:   [ 337/10184 |  3.3%] [low|pop=     24] In what country is canton of Baugy?
2026-05-16T21:35:49 [INFO    ] PopQA_v13:   [ 338/10184 |  3.3%] [hig|pop=  63056] What is Victoria the capital of?
2026-05-16T21:35:56 [INFO    ] PopQA_v13:   [ 339/10184 |  3.3%] [med|pop=    133] Who is the author of Merry Tales?
2026-05-16T21:36:01 [INFO    ] PopQA_v13:   [ 340/10184 |  3.3%] [hig|pop= 238255] What is the capital of Utah?
2026-05-16T21:36:12 [INFO    ] PopQA_v13:   [ 341/10184 |  3.3%] [hig|pop=  21912] Who was the screenwriter for The Commitments?
2026-05-16T21:36:18 [INFO    ] PopQA_v13:   [ 342/10184 |  3.4%] [med|pop=    995] Who was the producer of Silhouette?
2026-05-16T21:36:25 [INFO    ] PopQA_v13:   [ 343/10184 |  3.4%] [hig|pop=  22918] What genre is The Association?
2026-05-16T21:36:31 [INFO    ] PopQA_v13:   [ 344/10184 |  3.4%] [low|pop=     61] In what country is Riethnordhausen?
2026-05-16T21:36:37 [INFO    ] PopQA_v13:   [ 345/10184 |  3.4%] [hig|pop=   3054] Who was the producer of Bloodstone?
2026-05-16T21:36:42 [INFO    ] PopQA_v13:   [ 346/10184 |  3.4%] [low|pop=     81] In what country is Kalateh-ye Safdarabad?
2026-05-16T21:36:49 [INFO    ] PopQA_v13:   [ 347/10184 |  3.4%] [med|pop=    386] Who was the producer of The Oak?
2026-05-16T21:36:53 [INFO    ] PopQA_v13:   [ 348/10184 |  3.4%] [hig|pop=   3897] Who was the director of Anything Else?
2026-05-16T21:36:59 [INFO    ] PopQA_v13:   [ 349/10184 |  3.4%] [low|pop=     86] Who was the director of The Last Word?
2026-05-16T21:37:04 [INFO    ] PopQA_v13:   [ 350/10184 |  3.4%] [hig|pop=   3509] What genre is The Shout?
2026-05-16T21:37:11 [INFO    ] PopQA_v13:   [ 351/10184 |  3.4%] [med|pop=    514] Who was the screenwriter for On Tour?
2026-05-16T21:37:16 [INFO    ] PopQA_v13:   [ 352/10184 |  3.5%] [med|pop=    720] Who was the composer of Something Wonderful?
2026-05-16T21:37:25 [INFO    ] PopQA_v13:   [ 353/10184 |  3.5%] [med|pop=    112] What is the religion of state?
2026-05-16T21:37:31 [INFO    ] PopQA_v13:   [ 354/10184 |  3.5%] [low|pop=     41] What sport does Alexandru Chiculiță play?
2026-05-16T21:37:38 [INFO    ] PopQA_v13:   [ 355/10184 |  3.5%] [med|pop=    349] What genre is Time?
2026-05-16T21:37:45 [INFO    ] PopQA_v13:   [ 356/10184 |  3.5%] [med|pop=    530] What genre is Grass?
2026-05-16T21:37:50 [INFO    ] PopQA_v13:   [ 357/10184 |  3.5%] [hig|pop=  27337] Who was the screenwriter for Brooklyn?
2026-05-16T21:37:56 [INFO    ] PopQA_v13:   [ 358/10184 |  3.5%] [hig|pop=   1852] Who was the producer of La Mission?
2026-05-16T21:38:03 [INFO    ] PopQA_v13:   [ 359/10184 |  3.5%] [low|pop=     47] In what country is Asahi Station?
2026-05-16T21:38:08 [INFO    ] PopQA_v13:   [ 360/10184 |  3.5%] [hig|pop=   3646] What genre is Exists?
2026-05-16T21:38:17 [INFO    ] PopQA_v13:   [ 361/10184 |  3.5%] [low|pop=     45] What is the religion of Kenneth Bevan?
2026-05-16T21:38:22 [INFO    ] PopQA_v13:   [ 362/10184 |  3.6%] [hig|pop=   1432] Who is the father of Senhime?
2026-05-16T21:38:30 [INFO    ] PopQA_v13:   [ 363/10184 |  3.6%] [low|pop=     32] What is the capital of canton of Saint-Doulchard?
2026-05-16T21:38:37 [INFO    ] PopQA_v13:   [ 364/10184 |  3.6%] [hig|pop=  11036] What genre is The Brides of Dracula?
2026-05-16T21:38:46 [INFO    ] PopQA_v13:   [ 365/10184 |  3.6%] [hig|pop=   3528] What is Eric Flynn's occupation?
2026-05-16T21:38:51 [INFO    ] PopQA_v13:   [ 366/10184 |  3.6%] [med|pop=    855] Who was the director of K-9000?
2026-05-16T21:38:59 [INFO    ] PopQA_v13:   [ 367/10184 |  3.6%] [low|pop=     80] In what city was Aleksandr Nekrasov born?
2026-05-16T21:39:08 [INFO    ] PopQA_v13:   [ 368/10184 |  3.6%] [low|pop=     40] Who is the father of John Donkin?
2026-05-16T21:39:13 [INFO    ] PopQA_v13:   [ 369/10184 |  3.6%] [med|pop=    227] What genre is The Divorce?
2026-05-16T21:39:16 [INFO    ] PopQA_v13:   [ 370/10184 |  3.6%] [med|pop=    275] Who was the director of By Design?
